clip_path,mel_path,arousal_score,game_id,season,split
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_1/video/clip_107.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_1/mel_spectograma/clip_107.npy,9.880553290406448e-298,epl_2014-2015_2015-02-21-18-00-crystal-palace-1-2-arsenal,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_1/video/clip_237.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_1/mel_spectograma/clip_237.npy,0.0,epl_2014-2015_2015-02-21-18-00-crystal-palace-1-2-arsenal,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_2/video/clip_183.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_2/mel_spectograma/clip_183.npy,0.0,epl_2014-2015_2015-02-21-18-00-crystal-palace-1-2-arsenal,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_2/video/clip_269.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_2/mel_spectograma/clip_269.npy,1.004869936476434e-308,epl_2014-2015_2015-02-21-18-00-crystal-palace-1-2-arsenal,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_2/video/clip_44.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_2/mel_spectograma/clip_44.npy,0.0,epl_2014-2015_2015-02-21-18-00-crystal-palace-1-2-arsenal,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_2/video/clip_222.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_2/mel_spectograma/clip_222.npy,0.0,epl_2014-2015_2015-02-21-18-00-crystal-palace-1-2-arsenal,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_2/video/clip_147.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_2/mel_spectograma/clip_147.npy,0.0,epl_2014-2015_2015-02-21-18-00-crystal-palace-1-2-arsenal,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_2/video/clip_176.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_2/mel_spectograma/clip_176.npy,0.0,epl_2014-2015_2015-02-21-18-00-crystal-palace-1-2-arsenal,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_1/video/clip_144.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal/half_1/mel_spectograma/clip_144.npy,0.0,epl_2014-2015_2015-02-21-18-00-crystal-palace-1-2-arsenal,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/video/clip_198.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/mel_spectograma/clip_198.npy,0.6036659037253022,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/video/clip_199.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/mel_spectograma/clip_199.npy,0.937950700144381,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/video/clip_200.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/mel_spectograma/clip_200.npy,1.0,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/video/clip_201.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/mel_spectograma/clip_201.npy,0.9573817579825034,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/video/clip_202.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/mel_spectograma/clip_202.npy,0.6417129487814521,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/video/clip_212.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/mel_spectograma/clip_212.npy,0.5846317152228222,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/video/clip_213.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/mel_spectograma/clip_213.npy,0.928141066648938,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/video/clip_214.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/mel_spectograma/clip_214.npy,1.0,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/video/clip_215.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/mel_spectograma/clip_215.npy,0.965818497768766,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/video/clip_216.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/mel_spectograma/clip_216.npy,0.66064885020951,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/video/clip_181.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/mel_spectograma/clip_181.npy,0.8508831267324557,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/video/clip_182.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/mel_spectograma/clip_182.npy,1.0,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/video/clip_183.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/mel_spectograma/clip_183.npy,0.9913428525554636,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/video/clip_184.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/mel_spectograma/clip_184.npy,0.7074118161615174,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/video/clip_5.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/mel_spectograma/clip_5.npy,0.0,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/video/clip_121.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/mel_spectograma/clip_121.npy,0.0,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/video/clip_223.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/mel_spectograma/clip_223.npy,3.5986410833437093e-07,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/video/clip_103.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_1/mel_spectograma/clip_103.npy,0.0,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/video/clip_111.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/mel_spectograma/clip_111.npy,0.0,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/video/clip_188.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/mel_spectograma/clip_188.npy,0.0013941485427677,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/video/clip_273.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/mel_spectograma/clip_273.npy,0.0,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/video/clip_45.mp4,/mnt/storage_C4/gaussian_football/data/processed/epl/2014-2015/2015-02-21 - 18-00 Swansea 2 - 1 Manchester United/half_2/mel_spectograma/clip_45.npy,0.0,epl_2014-2015_2015-02-21-18-00-swansea-2-1-manchester-united,2014-2015,train
