game_id,league,season,split,1_224p.mkv,2_224p.mkv,Labels-v2.json,valid
epl_2015-2016_2015-09-26-17-00-liverpool-3-2-aston-villa,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-09-26 - 17-00 Liverpool 3 - 2 Aston Villa/Labels-v2.json,True
epl_2015-2016_2015-10-17-17-00-chelsea-2-0-aston-villa,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-10-17 - 17-00 Chelsea 2 - 0 Aston Villa/Labels-v2.json,True
epl_2015-2016_2015-10-31-15-45-chelsea-1-3-liverpool,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-10-31 - 15-45 Chelsea 1 - 3 Liverpool/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-10-31 - 15-45 Chelsea 1 - 3 Liverpool/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-10-31 - 15-45 Chelsea 1 - 3 Liverpool/Labels-v2.json,True
epl_2015-2016_2015-11-07-18-00-manchester-united-2-0-west-brom,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-11-07 - 18-00 Manchester United 2 - 0 West Brom/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-11-07 - 18-00 Manchester United 2 - 0 West Brom/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-11-07 - 18-00 Manchester United 2 - 0 West Brom/Labels-v2.json,True
epl_2015-2016_2015-11-21-20-30-manchester-city-1-4-liverpool,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-11-21 - 20-30 Manchester City 1 - 4 Liverpool/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-11-21 - 20-30 Manchester City 1 - 4 Liverpool/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-11-21 - 20-30 Manchester City 1 - 4 Liverpool/Labels-v2.json,True
epl_2015-2016_2015-11-29-15-00-tottenham-0-0-chelsea,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-11-29 - 15-00 Tottenham 0 - 0 Chelsea/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-11-29 - 15-00 Tottenham 0 - 0 Chelsea/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-11-29 - 15-00 Tottenham 0 - 0 Chelsea/Labels-v2.json,True
epl_2015-2016_2015-12-05-20-30-chelsea-0-1-bournemouth,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-12-05 - 20-30 Chelsea 0 - 1 Bournemouth/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-12-05 - 20-30 Chelsea 0 - 1 Bournemouth/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-12-05 - 20-30 Chelsea 0 - 1 Bournemouth/Labels-v2.json,True
epl_2015-2016_2015-12-19-18-00-chelsea-3-1-sunderland,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-12-19 - 18-00 Chelsea 3 - 1 Sunderland/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-12-19 - 18-00 Chelsea 3 - 1 Sunderland/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-12-19 - 18-00 Chelsea 3 - 1 Sunderland/Labels-v2.json,True
epl_2015-2016_2015-12-26-18-00-manchester-city-4-1-sunderland,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-12-26 - 18-00 Manchester City 4 - 1 Sunderland/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-12-26 - 18-00 Manchester City 4 - 1 Sunderland/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2015-12-26 - 18-00 Manchester City 4 - 1 Sunderland/Labels-v2.json,True
epl_2015-2016_2016-01-03-16-30-crystal-palace-0-3-chelsea,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-01-03 - 16-30 Crystal Palace 0 - 3 Chelsea/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-01-03 - 16-30 Crystal Palace 0 - 3 Chelsea/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-01-03 - 16-30 Crystal Palace 0 - 3 Chelsea/Labels-v2.json,True
epl_2015-2016_2016-01-13-22-45-chelsea-2-2-west-brom,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-01-13 - 22-45 Chelsea 2 - 2 West Brom/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-01-13 - 22-45 Chelsea 2 - 2 West Brom/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-01-13 - 22-45 Chelsea 2 - 2 West Brom/Labels-v2.json,True
epl_2015-2016_2016-02-07-19-00-chelsea-1-1-manchester-united,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-02-07 - 19-00 Chelsea 1 - 1 Manchester United/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-02-07 - 19-00 Chelsea 1 - 1 Manchester United/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-02-07 - 19-00 Chelsea 1 - 1 Manchester United/Labels-v2.json,True
epl_2015-2016_2016-02-14-19-15-manchester-city-1-2-tottenham,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-02-14 - 19-15 Manchester City 1 - 2 Tottenham/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-02-14 - 19-15 Manchester City 1 - 2 Tottenham/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-02-14 - 19-15 Manchester City 1 - 2 Tottenham/Labels-v2.json,True
epl_2015-2016_2016-03-02-23-00-liverpool-3-0-manchester-city,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-03-02 - 23-00 Liverpool 3 - 0 Manchester City/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-03-02 - 23-00 Liverpool 3 - 0 Manchester City/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-03-02 - 23-00 Liverpool 3 - 0 Manchester City/Labels-v2.json,True
epl_2015-2016_2016-03-05-18-00-chelsea-1-1-stoke-city,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-03-05 - 18-00 Chelsea 1 - 1 Stoke City/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-03-05 - 18-00 Chelsea 1 - 1 Stoke City/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-03-05 - 18-00 Chelsea 1 - 1 Stoke City/Labels-v2.json,True
epl_2015-2016_2016-03-19-18-00-chelsea-2-2-west-ham,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-03-19 - 18-00 Chelsea 2 - 2 West Ham/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-03-19 - 18-00 Chelsea 2 - 2 West Ham/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-03-19 - 18-00 Chelsea 2 - 2 West Ham/Labels-v2.json,True
epl_2015-2016_2016-04-09-17-00-swansea-1-0-chelsea,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-04-09 - 17-00 Swansea 1 - 0 Chelsea/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-04-09 - 17-00 Swansea 1 - 0 Chelsea/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-04-09 - 17-00 Swansea 1 - 0 Chelsea/Labels-v2.json,True
epl_2015-2016_2016-04-09-19-30-manchester-city-2-1-west-brom,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-04-09 - 19-30 Manchester City 2 - 1 West Brom/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-04-09 - 19-30 Manchester City 2 - 1 West Brom/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-04-09 - 19-30 Manchester City 2 - 1 West Brom/Labels-v2.json,True
epl_2015-2016_2016-05-07-17-00-sunderland-3-2-chelsea,epl,2015-2016,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-05-07 - 17-00 Sunderland 3 - 2 Chelsea/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-05-07 - 17-00 Sunderland 3 - 2 Chelsea/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2015-2016/2016-05-07 - 17-00 Sunderland 3 - 2 Chelsea/Labels-v2.json,True
epl_2016-2017_2016-08-14-18-00-arsenal-3-4-liverpool,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-08-14 - 18-00 Arsenal 3 - 4 Liverpool/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-08-14 - 18-00 Arsenal 3 - 4 Liverpool/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-08-14 - 18-00 Arsenal 3 - 4 Liverpool/Labels-v2.json,True
epl_2016-2017_2016-08-20-17-00-burnley-2-0-liverpool,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-08-20 - 17-00 Burnley 2 - 0 Liverpool/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-08-20 - 17-00 Burnley 2 - 0 Liverpool/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-08-20 - 17-00 Burnley 2 - 0 Liverpool/Labels-v2.json,True
epl_2016-2017_2016-08-20-19-30-leicester-0-0-arsenal,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-08-20 - 19-30 Leicester 0 - 0 Arsenal/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-08-20 - 19-30 Leicester 0 - 0 Arsenal/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-08-20 - 19-30 Leicester 0 - 0 Arsenal/Labels-v2.json,True
epl_2016-2017_2016-09-10-17-00-arsenal-2-1-southampton,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-09-10 - 17-00 Arsenal 2 - 1 Southampton/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-09-10 - 17-00 Arsenal 2 - 1 Southampton/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-09-10 - 17-00 Arsenal 2 - 1 Southampton/Labels-v2.json,True
epl_2016-2017_2016-09-16-22-00-chelsea-1-2-liverpool,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-09-16 - 22-00 Chelsea 1 - 2 Liverpool/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-09-16 - 22-00 Chelsea 1 - 2 Liverpool/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-09-16 - 22-00 Chelsea 1 - 2 Liverpool/Labels-v2.json,True
epl_2016-2017_2016-09-17-17-00-hull-city-1-4-arsenal,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-09-17 - 17-00 Hull City 1 - 4 Arsenal/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-09-17 - 17-00 Hull City 1 - 4 Arsenal/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-09-17 - 17-00 Hull City 1 - 4 Arsenal/Labels-v2.json,True
epl_2016-2017_2016-09-24-19-30-arsenal-3-0-chelsea,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-09-24 - 19-30 Arsenal 3 - 0 Chelsea/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-09-24 - 19-30 Arsenal 3 - 0 Chelsea/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-09-24 - 19-30 Arsenal 3 - 0 Chelsea/Labels-v2.json,True
epl_2016-2017_2016-10-17-22-00-liverpool-0-0-manchester-united,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-10-17 - 22-00 Liverpool 0 - 0 Manchester United/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-10-17 - 22-00 Liverpool 0 - 0 Manchester United/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-10-17 - 22-00 Liverpool 0 - 0 Manchester United/Labels-v2.json,True
epl_2016-2017_2016-10-22-19-30-liverpool-2-1-west-brom,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-10-22 - 19-30 Liverpool 2 - 1 West Brom/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-10-22 - 19-30 Liverpool 2 - 1 West Brom/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-10-22 - 19-30 Liverpool 2 - 1 West Brom/Labels-v2.json,True
epl_2016-2017_2016-10-29-14-30-sunderland-1-4-arsenal,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-10-29 - 14-30 Sunderland 1 - 4 Arsenal/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-10-29 - 14-30 Sunderland 1 - 4 Arsenal/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-10-29 - 14-30 Sunderland 1 - 4 Arsenal/Labels-v2.json,True
epl_2016-2017_2016-10-29-17-00-tottenham-1-1-leicester,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-10-29 - 17-00 Tottenham 1 - 1 Leicester/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-10-29 - 17-00 Tottenham 1 - 1 Leicester/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-10-29 - 17-00 Tottenham 1 - 1 Leicester/Labels-v2.json,False
epl_2016-2017_2016-11-06-17-15-liverpool-6-1-watford,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-11-06 - 17-15 Liverpool 6 - 1 Watford/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-11-06 - 17-15 Liverpool 6 - 1 Watford/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-11-06 - 17-15 Liverpool 6 - 1 Watford/Labels-v2.json,True
epl_2016-2017_2016-11-06-19-30-leicester-1-2-west-brom,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-11-06 - 19-30 Leicester 1 - 2 West Brom/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-11-06 - 19-30 Leicester 1 - 2 West Brom/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-11-06 - 19-30 Leicester 1 - 2 West Brom/Labels-v2.json,True
epl_2016-2017_2016-11-19-18-00-southampton-0-0-liverpool,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-11-19 - 18-00 Southampton 0 - 0 Liverpool/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-11-19 - 18-00 Southampton 0 - 0 Liverpool/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-11-19 - 18-00 Southampton 0 - 0 Liverpool/Labels-v2.json,True
epl_2016-2017_2016-11-26-18-00-liverpool-2-0-sunderland,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-11-26 - 18-00 Liverpool 2 - 0 Sunderland/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-11-26 - 18-00 Liverpool 2 - 0 Sunderland/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-11-26 - 18-00 Liverpool 2 - 0 Sunderland/Labels-v2.json,True
epl_2016-2017_2016-12-10-20-30-leicester-4-2-manchester-city,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-10 - 20-30 Leicester 4 - 2 Manchester City/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-10 - 20-30 Leicester 4 - 2 Manchester City/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-10 - 20-30 Leicester 4 - 2 Manchester City/Labels-v2.json,True
epl_2016-2017_2016-12-11-19-30-liverpool-2-2-west-ham,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-11 - 19-30 Liverpool 2 - 2 West Ham/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-11 - 19-30 Liverpool 2 - 2 West Ham/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-11 - 19-30 Liverpool 2 - 2 West Ham/Labels-v2.json,True
epl_2016-2017_2016-12-14-22-45-middlesbrough-0-3-liverpool,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-14 - 22-45 Middlesbrough 0 - 3 Liverpool/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-14 - 22-45 Middlesbrough 0 - 3 Liverpool/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-14 - 22-45 Middlesbrough 0 - 3 Liverpool/Labels-v2.json,True
epl_2016-2017_2016-12-19-23-00-everton-0-1-liverpool,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-19 - 23-00 Everton 0 - 1 Liverpool/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-19 - 23-00 Everton 0 - 1 Liverpool/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-19 - 23-00 Everton 0 - 1 Liverpool/Labels-v2.json,True
epl_2016-2017_2016-12-27-20-15-liverpool-4-1-stoke-city,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-27 - 20-15 Liverpool 4 - 1 Stoke City/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-27 - 20-15 Liverpool 4 - 1 Stoke City/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-27 - 20-15 Liverpool 4 - 1 Stoke City/Labels-v2.json,True
epl_2016-2017_2016-12-31-20-30-liverpool-1-0-manchester-city,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-31 - 20-30 Liverpool 1 - 0 Manchester City/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-31 - 20-30 Liverpool 1 - 0 Manchester City/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2016-12-31 - 20-30 Liverpool 1 - 0 Manchester City/Labels-v2.json,True
epl_2016-2017_2017-01-02-15-30-middlesbrough-0-0-leicester,epl,2016-2017,train,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2017-01-02 - 15-30 Middlesbrough 0 - 0 Leicester/1_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2017-01-02 - 15-30 Middlesbrough 0 - 0 Leicester/2_224p.mkv,/mnt/storage_C4/gaussian_football/data/raw/england_epl/2016-2017/2017-01-02 - 15-30 Middlesbrough 0 - 0 Leicester/Labels-v2.json,True
